"","run","nPartitions","nTaxa","partitionSeqLength","totalSitePatterns","nCPU","instances","beagle","nGPU","time(minutes)"
"1",397,1,1000,9000,7757,1,"true","java",0,2383.82686666667
"2",398,1,1000,9000,7757,1,"true","beagle_CPU",0,145.0078
"3",399,1,1000,9000,7757,1,"true","beagle_SSE",0,145.072266666667
"4",400,1,1000,9000,7757,2,"true","java",0,NA
"5",401,1,1000,9000,7757,2,"true","beagle_CPU",0,135.841816666667
"6",402,1,1000,9000,7757,2,"true","beagle_SSE",0,157.453916666667
"7",403,1,1000,9000,7757,4,"true","java",0,1989.26735
"8",404,1,1000,9000,7757,4,"true","beagle_CPU",0,176.587766666667
"9",405,1,1000,9000,7757,4,"true","beagle_SSE",0,152.056816666667
"10",406,1,1000,9000,7757,6,"true","java",0,NA
"11",407,1,1000,9000,7757,6,"true","beagle_CPU",0,133.55
"12",408,1,1000,9000,7757,6,"true","beagle_SSE",0,151.4
"13",409,1,1000,9000,7757,8,"true","java",0,NA
"14",410,1,1000,9000,7757,8,"true","beagle_CPU",0,203.1
"15",411,1,1000,9000,7757,8,"true","beagle_SSE",0,155.966666666667
"16",412,1,1000,9000,7757,1,"true","beagle_GPU",1,15.1396333333333
"17",413,1,1000,9000,7757,1,"true","beagle_GPU",2,15.22525
"18",414,1,1000,9000,7757,1,"true","beagle_GPU",4,15.1218166666667
"19",415,1,1000,9000,7757,1,"false","java",0,1926.24025
"20",416,1,1000,9000,7757,1,"false","beagle_CPU",0,140.27015
"21",417,1,1000,9000,7757,1,"false","beagle_SSE",0,135.427333333333
"22",418,1,1000,9000,7757,2,"false","java",0,NA
"23",419,1,1000,9000,7757,2,"false","beagle_CPU",0,173.650883333333
"24",420,1,1000,9000,7757,2,"false","beagle_SSE",0,141.486466666667
"25",421,1,1000,9000,7757,4,"false","java",0,1706.54673333333
"26",422,1,1000,9000,7757,4,"false","beagle_CPU",0,158.98995
"27",423,1,1000,9000,7757,4,"false","beagle_SSE",0,158.4048
"28",424,1,1000,9000,7757,6,"false","java",0,NA
"29",425,1,1000,9000,7757,6,"false","beagle_CPU",0,133.866666666667
"30",426,1,1000,9000,7757,6,"false","beagle_SSE",0,142.416666666667
"31",427,1,1000,9000,7757,8,"false","java",0,NA
"32",428,1,1000,9000,7757,8,"false","beagle_CPU",0,170.5
"33",429,1,1000,9000,7757,8,"false","beagle_SSE",0,143.3
"34",430,1,1000,9000,7757,1,"false","beagle_GPU",1,15.7680333333333
"35",431,1,1000,9000,7757,1,"false","beagle_GPU",2,15.1554333333333
"36",432,1,1000,9000,7757,1,"false","beagle_GPU",4,15.3585333333333
