"","run","nPartitions","nTaxa","partitionSeqLength","totalSitePatterns","nCPU","instances","beagle","nGPU","time(minutes)"
"1",1045,9,100,1000,7508,1,"true","java",0,55.8451333333333
"2",1046,9,100,1000,7508,1,"true","beagle_CPU",0,36.8191
"3",1047,9,100,1000,7508,1,"true","beagle_SSE",0,37.12675
"4",1048,9,100,1000,7508,2,"true","java",0,32.7953333333333
"5",1049,9,100,1000,7508,2,"true","beagle_CPU",0,21.2673833333333
"6",1050,9,100,1000,7508,2,"true","beagle_SSE",0,18.76565
"7",1051,9,100,1000,7508,4,"true","java",0,22.7884
"8",1052,9,100,1000,7508,4,"true","beagle_CPU",0,19.1623
"9",1053,9,100,1000,7508,4,"true","beagle_SSE",0,19.7283666666667
"10",1054,9,100,1000,7508,6,"true","java",0,18.1023833333333
"11",1055,9,100,1000,7508,6,"true","beagle_CPU",0,12.8100166666667
"12",1056,9,100,1000,7508,6,"true","beagle_SSE",0,14.1508833333333
"13",1057,9,100,1000,7508,8,"true","java",0,13.6113
"14",1058,9,100,1000,7508,8,"true","beagle_CPU",0,11.27535
"15",1059,9,100,1000,7508,8,"true","beagle_SSE",0,11.94435
"16",1060,9,100,1000,7508,1,"true","beagle_GPU",1,6.54823333333333
"17",1061,9,100,1000,7508,1,"true","beagle_GPU",2,6.5026
"18",1062,9,100,1000,7508,1,"true","beagle_GPU",4,6.74548333333333
"19",1063,9,100,1000,7508,1,"false","java",0,54.7413666666667
"20",1064,9,100,1000,7508,1,"false","beagle_CPU",0,32.0726
"21",1065,9,100,1000,7508,1,"false","beagle_SSE",0,27.6381666666667
"22",1066,9,100,1000,7508,2,"false","java",0,32.8699
"23",1067,9,100,1000,7508,2,"false","beagle_CPU",0,16.39875
"24",1068,9,100,1000,7508,2,"false","beagle_SSE",0,23.9096333333333
"25",1069,9,100,1000,7508,4,"false","java",0,23.2318
"26",1070,9,100,1000,7508,4,"false","beagle_CPU",0,17.5712166666667
"27",1071,9,100,1000,7508,4,"false","beagle_SSE",0,18.3541166666667
"28",1072,9,100,1000,7508,6,"false","java",0,20.9076
"29",1073,9,100,1000,7508,6,"false","beagle_CPU",0,16.0187
"30",1074,9,100,1000,7508,6,"false","beagle_SSE",0,16.3398333333333
"31",1075,9,100,1000,7508,8,"false","java",0,19.4754333333333
"32",1076,9,100,1000,7508,8,"false","beagle_CPU",0,12.7401333333333
"33",1077,9,100,1000,7508,8,"false","beagle_SSE",0,12.5364666666667
"34",1078,9,100,1000,7508,1,"false","beagle_GPU",1,6.55733333333333
"35",1079,9,100,1000,7508,1,"false","beagle_GPU",2,6.3185
"36",1080,9,100,1000,7508,1,"false","beagle_GPU",4,6.22125
