"","run","nPartitions","nTaxa","partitionSeqLength","totalSitePatterns","nCPU","instances","beagle","nGPU","time(minutes)"
"1",685,6,20,1000,4719,1,"true","java",0,14.41705
"2",686,6,20,1000,4719,1,"true","beagle_CPU",0,11.8321166666667
"3",687,6,20,1000,4719,1,"true","beagle_SSE",0,10.0783
"4",688,6,20,1000,4719,2,"true","java",0,7.32301666666667
"5",689,6,20,1000,4719,2,"true","beagle_CPU",0,6.57336666666667
"6",690,6,20,1000,4719,2,"true","beagle_SSE",0,6.60048333333333
"7",691,6,20,1000,4719,4,"true","java",0,6.88048333333333
"8",692,6,20,1000,4719,4,"true","beagle_CPU",0,3.73975
"9",693,6,20,1000,4719,4,"true","beagle_SSE",0,4.08615
"10",694,6,20,1000,4719,6,"true","java",0,3.59848333333333
"11",695,6,20,1000,4719,6,"true","beagle_CPU",0,3.2443
"12",696,6,20,1000,4719,6,"true","beagle_SSE",0,2.6679
"13",697,6,20,1000,4719,8,"true","java",0,6.93458333333333
"14",698,6,20,1000,4719,8,"true","beagle_CPU",0,2.31583333333333
"15",699,6,20,1000,4719,8,"true","beagle_SSE",0,2.33025
"16",700,6,20,1000,4719,1,"true","beagle_GPU",1,5.1742
"17",701,6,20,1000,4719,1,"true","beagle_GPU",2,5.07691666666667
"18",702,6,20,1000,4719,1,"true","beagle_GPU",4,4.94993333333333
"19",703,6,20,1000,4719,1,"false","java",0,14.3459
"20",704,6,20,1000,4719,1,"false","beagle_CPU",0,12.3886333333333
"21",705,6,20,1000,4719,1,"false","beagle_SSE",0,12.4986833333333
"22",706,6,20,1000,4719,2,"false","java",0,7.38663333333333
"23",707,6,20,1000,4719,2,"false","beagle_CPU",0,5.16893333333333
"24",708,6,20,1000,4719,2,"false","beagle_SSE",0,7.71631666666667
"25",709,6,20,1000,4719,4,"false","java",0,7.33306666666667
"26",710,6,20,1000,4719,4,"false","beagle_CPU",0,2.89646666666667
"27",711,6,20,1000,4719,4,"false","beagle_SSE",0,3.10336666666667
"28",712,6,20,1000,4719,6,"false","java",0,4.39495
"29",713,6,20,1000,4719,6,"false","beagle_CPU",0,2.8218
"30",714,6,20,1000,4719,6,"false","beagle_SSE",0,2.77993333333333
"31",715,6,20,1000,4719,8,"false","java",0,6.20276666666667
"32",716,6,20,1000,4719,8,"false","beagle_CPU",0,2.58246666666667
"33",717,6,20,1000,4719,8,"false","beagle_SSE",0,2.64358333333333
"34",718,6,20,1000,4719,1,"false","beagle_GPU",1,5.17426666666667
"35",719,6,20,1000,4719,1,"false","beagle_GPU",2,5.15778333333333
"36",720,6,20,1000,4719,1,"false","beagle_GPU",4,4.94133333333333
